Date, Requests
2011-07-17-23,20169888
2011-07-18-0,18499946
2011-07-18-1,17762279
2011-07-18-2,17778741
2011-07-18-3,17765784
2011-07-18-4,17345651
2011-07-18-5,16598794
2011-07-18-6,16474165
2011-07-18-7,17068161
2011-07-18-8,17997577
2011-07-18-9,19025510
2011-07-18-10,19784199
2011-07-18-11,20491691
2011-07-18-12,21564975
2011-07-18-13,23397634
2011-07-18-14,25289369
2011-07-18-15,25195071
2011-07-18-16,24603575
2011-07-18-17,24215908
2011-07-18-18,23691732
2011-07-18-19,24225686
2011-07-18-20,24869002
2011-07-18-21,24579501
2011-07-18-22,22713192
2011-07-18-23,19973239
2011-07-19-0,18071316
2011-07-19-1,17554975
2011-07-19-2,17728103
2011-07-19-3,17716793
2011-07-19-4,17325710
2011-07-19-5,16454354
2011-07-19-6,16258082
2011-07-19-7,17092782
2011-07-19-8,18112239
2011-07-19-9,19030500
2011-07-19-10,19672919
2011-07-19-11,19865653
2011-07-19-12,21138294
2011-07-19-13,23236881
2011-07-19-14,24599386
2011-07-19-15,24725680
2011-07-19-16,24815217
2011-07-19-17,24078465
2011-07-19-18,23646316
2011-07-19-19,24061030
2011-07-19-20,24560700
2011-07-19-21,24375056
2011-07-19-22,22509264
2011-07-19-23,20107034
2011-07-20-0,18393602
2011-07-20-1,17698822
2011-07-20-2,17870871
2011-07-20-3,17773388
2011-07-20-4,17486290
2011-07-20-5,17001810
2011-07-20-6,16973895
2011-07-20-7,17947322
2011-07-20-8,19090696
2011-07-20-9,19763861
2011-07-20-10,20200174
2011-07-20-11,20315386
2011-07-20-12,21316876
2011-07-20-13,23012820
2011-07-20-14,24423292
2011-07-20-15,24445664
2011-07-20-16,23966359
2011-07-20-17,23492588
2011-07-20-18,22960595
2011-07-20-19,23609766
2011-07-20-20,24263714
2011-07-20-21,23876076
2011-07-20-22,22107263
2011-07-20-23,19380008
2011-07-21-0,17930051
2011-07-21-1,17139097
2011-07-21-2,17228824
2011-07-21-3,17141301
2011-07-21-4,16704127
2011-07-21-5,15877060
2011-07-21-6,15479883
2011-07-21-7,15349492
2011-07-21-8,15957181
2011-07-21-9,18352204
2011-07-21-10,19020783
2011-07-21-11,19398862
2011-07-21-12,20767359
2011-07-21-13,22262463
2011-07-21-14,24023863
2011-07-21-15,24504981
2011-07-21-16,24107801
2011-07-21-17,23696753
2011-07-21-18,23615451
2011-07-21-19,23780247
2011-07-21-20,24247788
2011-07-21-21,23961179
2011-07-21-22,22335940
2011-07-21-23,20058358
2011-07-22-0,18376128
2011-07-22-1,17609146
2011-07-22-2,17593443
2011-07-22-3,17750725
2011-07-22-4,17469665
2011-07-22-5,16770307
2011-07-22-6,16401702
2011-07-22-7,16991767
2011-07-22-8,17650732
2011-07-22-9,18528366
2011-07-22-10,18864811
2011-07-22-11,19329743
2011-07-22-12,20307879
2011-07-22-13,21891325
2011-07-22-14,22554767
2011-07-22-15,23776774
2011-07-22-16,22761656
2011-07-22-17,22087560
2011-07-22-18,21853589
2011-07-22-19,21906934
2011-07-22-20,22125657
2011-07-22-21,21555173
2011-07-22-22,20283378
2011-07-22-23,18652171
2011-07-23-0,17245812
2011-07-23-1,16151346
2011-07-23-2,15970693
2011-07-23-3,15949858
2011-07-23-4,15815980
2011-07-23-5,15192267
2011-07-23-6,14730566
2011-07-23-7,14670930
2011-07-23-8,15154804
2011-07-23-9,15754565
2011-07-23-10,16153693
2011-07-23-11,16549856
2011-07-23-12,17544160
2011-07-23-13,18599670
2011-07-23-14,19988345
2011-07-23-15,21057263
2011-07-23-16,21662338
2011-07-23-17,23641042
2011-07-23-18,25797614
2011-07-23-19,23294892
2011-07-23-20,22694192
2011-07-23-21,22538196
2011-07-23-22,21569346
2011-07-23-23,19827551
2011-07-24-0,18360529
2011-07-24-1,17245122
2011-07-24-2,16768182
2011-07-24-3,17150218
2011-07-24-4,16840583
2011-07-24-5,16242538
2011-07-24-6,15767897
2011-07-24-7,15518049
2011-07-24-8,15943354
2011-07-24-9,16750124
2011-07-24-10,17843482
2011-07-24-11,18668384
2011-07-24-12,19597753
2011-07-24-13,20294607
2011-07-24-14,21811549
2011-07-24-15,23129309
2011-07-24-16,23441278
2011-07-24-17,23515097
2011-07-24-18,23471629
2011-07-24-19,23590615
2011-07-24-20,23888691
2011-07-24-21,24025131
2011-07-24-22,22774777
2011-07-24-23,20787945
2011-07-25-0,19125607
2011-07-25-1,18222411
2011-07-25-2,18220669
2011-07-25-3,18253809
2011-07-25-4,17946732
2011-07-25-5,17308757
2011-07-25-6,16770801
2011-07-25-7,17314010
2011-07-25-8,18206713
2011-07-25-9,19128408
2011-07-25-10,19814848
2011-07-25-11,20228771
2011-07-25-12,21335666
2011-07-25-13,23318172
2011-07-25-14,25249710
2011-07-25-15,25855610
2011-07-25-16,25558730
2011-07-25-17,24705062
2011-07-25-18,24668251
2011-07-25-19,25046884
2011-07-25-20,25772834
2011-07-25-21,25573890
2011-07-25-22,23501979
2011-07-25-23,20945514
2011-07-26-0,19639177
2011-07-26-1,18582258
2011-07-26-2,18225851
2011-07-26-3,18916878
2011-07-26-4,18275573
2011-07-26-5,17519429
2011-07-26-6,17120062
2011-07-26-7,17903172
2011-07-26-8,18982573
2011-07-26-9,19903169
2011-07-26-10,20350498
2011-07-26-11,20616929
2011-07-26-12,20977428
2011-07-26-13,23023200
2011-07-26-14,25027355
2011-07-26-15,25528939
2011-07-26-16,24838741
2011-07-26-17,24129778
2011-07-26-18,23634964
2011-07-26-19,23246385
2011-07-26-20,24528028
2011-07-26-21,24587283
2011-07-26-22,22858211
2011-07-26-23,20299169
2011-07-27-0,18851132
2011-07-27-1,18061602
2011-07-27-2,18198816
2011-07-27-3,18111598
2011-07-27-4,17536228
2011-07-27-5,16845902
2011-07-27-6,16769690
2011-07-27-7,17635108
2011-07-27-8,18444000
2011-07-27-9,19179732
2011-07-27-10,19762656
2011-07-27-11,19880247
2011-07-27-12,20531023
2011-07-27-13,22949876
2011-07-27-14,24327909
2011-07-27-15,24234276
2011-07-27-16,24307436
2011-07-27-17,23675091
2011-07-27-18,23666330
2011-07-27-19,22536644
2011-07-27-20,23579052
2011-07-27-21,23303969
2011-07-27-22,22559655
2011-07-27-23,20279632
2011-07-28-0,19481069
2011-07-28-1,18468507
2011-07-28-2,18629301
2011-07-28-3,18548779
2011-07-28-4,18147266
2011-07-28-5,17382399
2011-07-28-6,16879933
2011-07-28-7,17596408
2011-07-28-8,18539250
2011-07-28-9,18900909
2011-07-28-10,19663196
2011-07-28-11,20090159
2011-07-28-12,20928044
2011-07-28-13,22664786
2011-07-28-14,24297243
2011-07-28-15,24757588
2011-07-28-16,24406184
2011-07-28-17,23199742
2011-07-28-18,23111802
2011-07-28-19,23234617
2011-07-28-20,24094718
2011-07-28-21,23690666
2011-07-28-22,22185845
2011-07-28-23,19526411
2011-07-29-0,17053929
2011-07-29-1,16967543
2011-07-29-2,17160979
2011-07-29-3,17294953
2011-07-29-4,17469248
2011-07-29-5,16870455
2011-07-29-6,16376195
2011-07-29-7,16998329
2011-07-29-8,17880872
2011-07-29-9,18778395
2011-07-29-10,19113768
2011-07-29-11,19178012
2011-07-29-12,19634090
2011-07-29-13,21497443
2011-07-29-14,22749262
2011-07-29-15,23465076
2011-07-29-16,22738873
2011-07-29-17,22385884
2011-07-29-18,22186705
2011-07-29-19,22017507
2011-07-29-20,22392350
2011-07-29-21,22126025
2011-07-29-22,20704468
2011-07-29-23,18665243
2011-07-30-0,17624980
2011-07-30-1,16581640
2011-07-30-2,16473294
2011-07-30-3,16599200
2011-07-30-4,16296818
2011-07-30-5,15717447
2011-07-30-6,15265925
2011-07-30-7,15128531
2011-07-30-8,15900962
2011-07-30-9,14863630
2011-07-30-10,15705448
2011-07-30-11,16282982
2011-07-30-12,16717234
2011-07-30-13,18345006
2011-07-30-14,19477501
2011-07-30-15,20512616
2011-07-30-16,21100736
2011-07-30-17,20991757
2011-07-30-18,20781306
2011-07-30-19,20397158
2011-07-30-20,20566146
2011-07-30-21,20501313
2011-07-30-22,19668105
2011-07-30-23,17839343
2011-07-31-0,16761603
2011-07-31-1,15885778
2011-07-31-2,16032776
2011-07-31-3,16152323
2011-07-31-4,16040318
2011-07-31-5,15662409
2011-07-31-6,15191514
2011-07-31-7,15174466
2011-07-31-8,16104406
2011-07-31-9,17035781
2011-07-31-10,16995775
2011-07-31-11,17331087
2011-07-31-12,18016482
2011-07-31-13,19045530
2011-07-31-14,20279917
2011-07-31-15,21407880
2011-07-31-16,21855242
2011-07-31-17,21997031
2011-07-31-18,21902978
2011-07-31-19,22042555
2011-07-31-20,21579325
2011-07-31-21,22049011
2011-07-31-22,21360420
2011-07-31-23,19690739
2011-08-01-0,18660574
2011-08-01-1,17878998
2011-08-01-2,18692854
2011-08-01-3,18492613
2011-08-01-4,17807611
2011-08-01-5,16996406
2011-08-01-6,16676881
2011-08-01-7,17323779
2011-08-01-8,18164086
2011-08-01-9,18915706
2011-08-01-10,19375383
2011-08-01-11,19649302
2011-08-01-12,20472740
2011-08-01-13,21721172
2011-08-01-14,22562715
2011-08-01-15,22701453
2011-08-01-16,23669661
2011-08-01-17,22903958
2011-08-01-18,22202963
2011-08-01-19,21623754
2011-08-01-20,21627176
2011-08-01-21,21679579
2011-08-01-22,21759742
2011-08-01-23,20266271
2011-08-02-0,18880795
2011-08-02-1,18303341
2011-08-02-2,18244787
2011-08-02-3,17906714
2011-08-02-4,17546399
2011-08-02-5,16928028
2011-08-02-6,16812709
2011-08-02-7,17619622
2011-08-02-8,18611488
2011-08-02-9,18611823
2011-08-02-10,19208751
2011-08-02-11,19274623
2011-08-02-12,20524304
2011-08-02-13,22220028
2011-08-02-14,24256202
2011-08-02-15,24809202
2011-08-02-16,24453851
2011-08-02-17,23630833
2011-08-02-18,23655515
2011-08-02-19,22530146
2011-08-02-20,22033578
2011-08-02-21,22042119
2011-08-02-22,22267591
2011-08-02-23,20451224
2011-08-03-0,19419109
2011-08-03-1,18575088
2011-08-03-2,18666661
2011-08-03-3,18509205
2011-08-03-4,18514321
2011-08-03-5,17660643
2011-08-03-6,17028180
2011-08-03-7,17612915
2011-08-03-8,18564561
2011-08-03-9,19066595
2011-08-03-10,19893259
2011-08-03-11,19793132
2011-08-03-12,20154444
2011-08-03-13,20338922
2011-08-03-14,20257215
2011-08-03-15,24148350
2011-08-03-16,24826499
2011-08-03-17,23501753
2011-08-03-18,23454615
2011-08-03-19,23450654
2011-08-03-20,23800139
2011-08-03-21,24046587
2011-08-03-22,22513902
2011-08-03-23,20466784
2011-08-04-0,19133984
2011-08-04-1,18543650
2011-08-04-2,18459092
2011-08-04-3,18306465
2011-08-04-4,17690617
2011-08-04-5,17032230
2011-08-04-6,16788876
2011-08-04-7,17912626
2011-08-04-8,18870645
2011-08-04-9,19823274
2011-08-04-10,20158642
2011-08-04-11,20528189
2011-08-04-12,21214693
2011-08-04-13,23137008
2011-08-04-14,24689210
2011-08-04-15,25060490
2011-08-04-16,24386775
2011-08-04-17,23382044
2011-08-04-18,23279211
2011-08-04-19,23459356
2011-08-04-20,23573876
2011-08-04-21,23603603
2011-08-04-22,22222106
2011-08-04-23,20077421
2011-08-05-0,18991590
2011-08-05-1,18328667
2011-08-05-2,18153398
2011-08-05-3,18121604
2011-08-05-4,17357425
2011-08-05-5,16979713
2011-08-05-6,16569594
2011-08-05-7,17649232
2011-08-05-8,18144812
2011-08-05-9,18880901
2011-08-05-10,19387451
2011-08-05-11,19035557
2011-08-05-12,20171514
2011-08-05-13,21655414
2011-08-05-14,23079237
2011-08-05-15,23458934
2011-08-05-16,23299605
2011-08-05-17,22668868
2011-08-05-18,22211096
2011-08-05-19,22192887
2011-08-05-20,22186213
2011-08-05-21,22015497
2011-08-05-22,20666012
2011-08-05-23,18835521
2011-08-06-0,17373371
2011-08-06-1,16453289
2011-08-06-2,16701692
2011-08-06-3,16850244
2011-08-06-4,16292532
2011-08-06-5,15965500
2011-08-06-6,15992197
2011-08-06-7,15768911
2011-08-06-8,15805417
2011-08-06-9,16609142
2011-08-06-10,16932838
2011-08-06-11,17276878
2011-08-06-12,17643693
2011-08-06-13,18774922
2011-08-06-14,20248578
2011-08-06-15,21365553
2011-08-06-16,21857383
2011-08-06-17,21816693
2011-08-06-18,21548339
2011-08-06-19,21439760
2011-08-06-20,21454261
2011-08-06-21,21410555
2011-08-06-22,20686125
2011-08-06-23,19231514
2011-08-07-0,18290843
2011-08-07-1,17517723
2011-08-07-2,17716139
2011-08-07-3,17681136
2011-08-07-4,17560996
2011-08-07-5,16933938
2011-08-07-6,16284876
2011-08-07-7,15788041
2011-08-07-8,16308297
2011-08-07-9,16728055
2011-08-07-10,17604915
2011-08-07-11,18199680
2011-08-07-12,19121887
2011-08-07-13,20741653
2011-08-07-14,21950311
2011-08-07-15,22810865
2011-08-07-16,23281766
2011-08-07-17,23604319
2011-08-07-18,23387260
2011-08-07-19,23674289
2011-08-07-20,23910897
2011-08-07-21,23759172
2011-08-07-22,23795387
2011-08-07-23,20991007
2011-08-08-0,19716352
2011-08-08-1,19254835
2011-08-08-2,19486610
2011-08-08-3,19214422
2011-08-08-4,18470604
2011-08-08-5,17523494
2011-08-08-6,16958053
2011-08-08-7,17717662
2011-08-08-8,19508536
2011-08-08-9,20405885
2011-08-08-10,20915721
2011-08-08-11,20840284
2011-08-08-12,22530760
2011-08-08-13,24369145
2011-08-08-14,25211252
2011-08-08-15,25885174
2011-08-08-16,25316225
2011-08-08-17,24875632
2011-08-08-18,24669191
2011-08-08-19,24753145
2011-08-08-20,24961261
2011-08-08-21,24730203
2011-08-08-22,23301252
2011-08-08-23,20289677
2011-08-09-0,18662542
2011-08-09-1,19442641
2011-08-09-2,19801232
2011-08-09-3,19840611
2011-08-09-4,18958638
2011-08-09-5,17645107
2011-08-09-6,17798555
2011-08-09-7,18329164
2011-08-09-8,19089626
2011-08-09-9,19575626
2011-08-09-10,19983997
2011-08-09-11,20265487
2011-08-09-12,21585611
2011-08-09-13,23338260
2011-08-09-14,25015656
2011-08-09-15,25496890
2011-08-09-16,25016236
2011-08-09-17,24833889
2011-08-09-18,24694563
2011-08-09-19,24774403
2011-08-09-20,25333618
2011-08-09-21,24984432
2011-08-09-22,23473048
2011-08-09-23,21238918
2011-08-10-0,20186275
2011-08-10-1,19550561
2011-08-10-2,19244148
2011-08-10-3,19184043
2011-08-10-4,18167375
2011-08-10-5,17542904
2011-08-10-6,17632505
2011-08-10-7,18900814
2011-08-10-8,19435623
2011-08-10-9,19617267
2011-08-10-10,20216728
2011-08-10-11,20061511
2011-08-10-12,21422807
2011-08-10-13,23382117
2011-08-10-14,25008596
2011-08-10-15,25677285
2011-08-10-16,24822755
2011-08-10-17,24207464
2011-08-10-18,24298099
2011-08-10-19,24234207
2011-08-10-20,24351137
2011-08-10-21,24512999
2011-08-10-22,22742845
2011-08-10-23,20638062
2011-08-11-0,19577340
2011-08-11-1,19035534
2011-08-11-2,19229022
2011-08-11-3,19274391
2011-08-11-4,18375197
2011-08-11-5,17138235
2011-08-11-6,16865621
2011-08-11-7,17714146
2011-08-11-8,18059467
2011-08-11-9,18930629
2011-08-11-10,19398610
2011-08-11-11,19504823
2011-08-11-12,21038330
2011-08-11-13,22938670
2011-08-11-14,24477966
2011-08-11-15,24997788
2011-08-11-16,24377764
2011-08-11-17,23537311
2011-08-11-18,23461911
2011-08-11-19,23342069
2011-08-11-20,22860286
2011-08-11-21,21137464
2011-08-11-22,21426220
2011-08-11-23,20204417
2011-08-12-0,18904030
2011-08-12-1,18476627
2011-08-12-2,18570854
2011-08-12-3,18184255
2011-08-12-4,17339139
2011-08-12-5,16556285
2011-08-12-6,17115511
2011-08-12-7,17795117
2011-08-12-8,18426214
2011-08-12-9,18597025
2011-08-12-10,18953870
2011-08-12-11,19041116
2011-08-12-12,20176820
2011-08-12-13,21366561
2011-08-12-14,21002469
2011-08-12-15,21414316
2011-08-12-16,21971555
2011-08-12-17,22310221
2011-08-12-18,21620311
2011-08-12-19,20982966
2011-08-12-20,21736599
2011-08-12-21,22032659
2011-08-12-22,21138042
2011-08-12-23,19231204
2011-08-13-0,17899721
2011-08-13-1,16879722
2011-08-13-2,16893207
2011-08-13-3,17116137
2011-08-13-4,16320589
2011-08-13-5,15561413
2011-08-13-6,15351970
2011-08-13-7,14889407
2011-08-13-8,15280095
2011-08-13-9,15777101
2011-08-13-10,16699865
2011-08-13-11,16662361
2011-08-13-12,17665619
2011-08-13-13,19048430
2011-08-13-14,20195464
2011-08-13-15,21249697
2011-08-13-16,21393833
2011-08-13-17,21164511
2011-08-13-18,20955532
2011-08-13-19,21147230
2011-08-13-20,21248027
2011-08-13-21,21324478
2011-08-13-22,20482148
2011-08-13-23,19311488
2011-08-14-0,18165380
2011-08-14-1,16853236
2011-08-14-2,16766373
2011-08-14-3,16743920
2011-08-14-4,16457194
2011-08-14-5,16884655
2011-08-14-6,16043582
2011-08-14-7,15673317
2011-08-14-8,16229561
2011-08-14-9,16876534
2011-08-14-10,17836766
2011-08-14-11,18155144
2011-08-14-12,19033772
2011-08-14-13,20543538
2011-08-14-14,21738982
2011-08-14-15,22242824
2011-08-14-16,22377742
2011-08-14-17,22095260
2011-08-14-18,21747632
2011-08-14-19,21868809
2011-08-14-20,22044213
2011-08-14-21,21949681
2011-08-14-22,22021598
2011-08-14-23,20953089
2011-08-15-0,20209299
2011-08-15-1,19884697
2011-08-15-2,19938577
2011-08-15-3,19787114
2011-08-15-4,18934595
2011-08-15-5,17813768
2011-08-15-6,17365684
2011-08-15-7,17417387
2011-08-15-8,18045880
2011-08-15-9,18835684
2011-08-15-10,19387550
2011-08-15-11,19665602
2011-08-15-12,20882525
2011-08-15-13,21600756
2011-08-15-14,20672514
2011-08-15-15,17704199
2011-08-15-16,17556661
2011-08-15-17,17389482
2011-08-15-18,20621487
2011-08-15-19,19915803
2011-08-15-20,19788084
2011-08-15-21,20090932
2011-08-15-22,20658206
2011-08-15-23,21118063
2011-08-16-0,19880363
2011-08-16-1,19376139
2011-08-16-2,19365731
2011-08-16-3,18995517
2011-08-16-4,17667790
2011-08-16-5,17700678
2011-08-16-6,16923871
2011-08-16-7,17947591
2011-08-16-8,19175125
2011-08-16-9,19664148
2011-08-16-10,19690540
2011-08-16-11,20059603
2011-08-16-12,21276062
2011-08-16-13,20907742
2011-08-16-14,20830924
2011-08-16-15,20772145
2011-08-16-16,20577144
2011-08-16-17,20676725
2011-08-16-18,20035499
2011-08-16-19,19104300
2011-08-16-20,20712802
2011-08-16-21,20877746
2011-08-16-22,21468274
2011-08-16-23,21183219
2011-08-17-0,20092435
2011-08-17-1,19450455
2011-08-17-2,19618881
2011-08-17-3,19727274
2011-08-17-4,18774549
2011-08-17-5,18135837
2011-08-17-6,18103325
2011-08-17-7,19067560
2011-08-17-8,20462150
2011-08-17-9,20997680
2011-08-17-10,21813869
2011-08-17-11,23290618
2011-08-17-12,23740077
2011-08-17-13,24070492
2011-08-17-14,23022219
2011-08-17-15,21810882
2011-08-17-16,21704920
2011-08-17-17,21234341
2011-08-17-18,18182319
2011-08-17-19,18025584
2011-08-17-20,16696932
2011-08-17-21,17439729
2011-08-17-22,17904389
2011-08-17-23,18771568
2011-08-18-0,19396530
2011-08-18-1,19611037
2011-08-18-2,19515070
2011-08-18-3,19929521
2011-08-18-4,18948332
2011-08-18-5,17875540
2011-08-18-6,17148318
2011-08-18-7,18279479
2011-08-18-8,19527015
2011-08-18-9,19121118
2011-08-18-10,18387409
2011-08-18-11,18180909
2011-08-18-12,17875628
2011-08-18-13,17604917
2011-08-18-14,17620093
2011-08-18-15,18093541
2011-08-18-16,18021740
2011-08-18-17,18180058
2011-08-18-18,17706224
2011-08-18-19,17758878
2011-08-18-20,17605515
2011-08-18-21,17470030
2011-08-18-22,18167495
2011-08-18-23,18737778
2011-08-19-0,18967911
2011-08-19-1,18925189
2011-08-19-2,18873811
2011-08-19-3,18968085
2011-08-19-4,18062491
2011-08-19-5,17171937
2011-08-19-6,16343058
2011-08-19-7,17842998
2011-08-19-8,18043499
2011-08-19-9,18185244
2011-08-19-10,18291504
2011-08-19-11,18025210
2011-08-19-12,17957080
2011-08-19-13,18858403
2011-08-19-14,20847174
2011-08-19-15,20834581
2011-08-19-16,20634131
2011-08-19-17,20718682
2011-08-19-18,20795506
2011-08-19-19,21412751
2011-08-19-20,20457573
2011-08-19-21,21729349
2011-08-19-22,21153806
2011-08-19-23,19207276
2011-08-20-0,18119359
2011-08-20-1,17137573
2011-08-20-2,16810773
2011-08-20-3,17084516
2011-08-20-4,16484786
2011-08-20-5,15849617
2011-08-20-6,15839593
2011-08-20-7,16218964
2011-08-20-8,16427325
2011-08-20-9,16753863
2011-08-20-10,17047257
2011-08-20-11,17217594
2011-08-20-12,17849171
2011-08-20-13,19467938
2011-08-20-14,20825893
2011-08-20-15,21750778
2011-08-20-16,21677794
2011-08-20-17,21670613
2011-08-20-18,21511488
2011-08-20-19,21615825
2011-08-20-20,21664139
2011-08-20-21,21842988
2011-08-20-22,21235340
2011-08-20-23,19716723
2011-08-21-0,18410772
2011-08-21-1,17561501
2011-08-21-2,17655250
2011-08-21-3,17709021
2011-08-21-4,17522859
2011-08-21-5,16525953
2011-08-21-6,16640850
2011-08-21-7,16427525
2011-08-21-8,16575451
2011-08-21-9,17421686
2011-08-21-10,18291561
2011-08-21-11,18656884
2011-08-21-12,19768797
2011-08-21-13,21029249
2011-08-21-14,21673519
2011-08-21-15,21483794
2011-08-21-16,21243617
2011-08-21-17,21316173
2011-08-21-18,21031629
2011-08-21-19,20835018
2011-08-21-20,20902923
2011-08-21-21,21334201
2011-08-21-22,21694959
2011-08-21-23,21322561
2011-08-22-0,20384669
2011-08-22-1,19916899
2011-08-22-2,20123650
2011-08-22-3,19650412
2011-08-22-4,18738886
2011-08-22-5,17981143
2011-08-22-6,17896459
2011-08-22-7,18709305
2011-08-22-8,19130611
2011-08-22-9,19957524
2011-08-22-10,20365533
2011-08-22-11,20823084
2011-08-22-12,20009349
2011-08-22-13,20043993
2011-08-22-14,20085854
2011-08-22-15,19685396
2011-08-22-16,19825617
2011-08-22-17,19790182
2011-08-22-18,19704770
2011-08-22-19,19578901
2011-08-22-20,19797382
2011-08-22-21,19461106
2011-08-22-22,20317866
2011-08-22-23,21041307
2011-08-23-0,20738501
2011-08-23-1,20443465
2011-08-23-2,20277967
2011-08-23-3,19938357
2011-08-23-4,18295278
2011-08-23-5,17592224
2011-08-23-6,17147106
2011-08-23-7,17405538
2011-08-23-8,18471483
2011-08-23-9,19432651
2011-08-23-10,20023978
2011-08-23-11,20322113
2011-08-23-12,20243412
2011-08-23-13,19924583
2011-08-23-14,19658194
2011-08-23-15,19670918
2011-08-23-16,19645739
2011-08-23-17,19730777
2011-08-23-18,19415472
2011-08-23-19,19179932
2011-08-23-20,19412700
2011-08-23-21,19583448
2011-08-23-22,19986220
2011-08-23-23,20603227
2011-08-24-0,20285899
2011-08-24-1,20148723
2011-08-24-2,20027450
2011-08-24-3,19724968
2011-08-24-4,18452767
2011-08-24-5,18451008
2011-08-24-6,17777091
2011-08-24-7,18145983
2011-08-24-8,19354384
2011-08-24-9,19685605
2011-08-24-10,19582144
2011-08-24-11,19919878
2011-08-24-12,20252757
2011-08-24-13,19947398
2011-08-24-14,19609778
2011-08-24-15,19808604
2011-08-24-16,19688851
2011-08-24-17,19604134
2011-08-24-18,19559901
2011-08-24-19,19448635
2011-08-24-20,19725943
2011-08-24-21,19502091
2011-08-24-22,19949229
2011-08-24-23,20973885
2011-08-25-0,20640385
2011-08-25-1,20832124
2011-08-25-2,21127173
2011-08-25-3,20267818
2011-08-25-4,19524065
2011-08-25-5,17704535
2011-08-25-6,17170711
2011-08-25-7,17748351
2011-08-25-8,18889679
2011-08-25-9,19961628
2011-08-25-10,20050392
2011-08-25-11,20192246
2011-08-25-12,20454276
2011-08-25-13,20153583
2011-08-25-14,19955635
2011-08-25-15,19883762
2011-08-25-16,19931919
2011-08-25-17,19602603
2011-08-25-18,19123663
2011-08-25-19,19391025
2011-08-25-20,19550372
2011-08-25-21,19935823
2011-08-25-22,20148695
2011-08-25-23,20709885
2011-08-26-0,20287580
2011-08-26-1,19982195
2011-08-26-2,19906733
2011-08-26-3,19521242
2011-08-26-4,19025140
2011-08-26-5,17654507
2011-08-26-6,16524933
2011-08-26-7,17549376
2011-08-26-8,18237616
2011-08-26-9,19141290
2011-08-26-10,19575689
2011-08-26-11,19671563
2011-08-26-12,20447849
2011-08-26-13,20205863
2011-08-26-14,20250213
2011-08-26-15,19828180
2011-08-26-16,19930033
2011-08-26-17,20271491
2011-08-26-18,20426102
2011-08-26-19,18443177
2011-08-26-20,19964554
2011-08-26-21,20261789
2011-08-26-22,20739909
2011-08-26-23,19603912
2011-08-27-0,18412099
2011-08-27-1,17382825
2011-08-27-2,17139251
2011-08-27-3,17244981
2011-08-27-4,17083835
2011-08-27-5,16097646
2011-08-27-6,14837836
2011-08-27-7,14783836
2011-08-27-8,15667270
2011-08-27-9,16419390
2011-08-27-10,17055673
2011-08-27-11,17409436
2011-08-27-12,18476258
2011-08-27-13,19778633
2011-08-27-14,21353725
2011-08-27-15,21342603
2011-08-27-16,21300178
2011-08-27-17,21019452
2011-08-27-18,21153725
2011-08-27-19,21030649
2011-08-27-20,21114219
2011-08-27-21,21656390
2011-08-27-22,21965519
2011-08-27-23,21386135
2011-08-28-0,19839482
2011-08-28-1,18464208
2011-08-28-2,17950825
2011-08-28-3,17457912
2011-08-28-4,16944729
2011-08-28-5,16044881
2011-08-28-6,15374966
2011-08-28-7,15128125
2011-08-28-8,15711523
2011-08-28-9,16728599
2011-08-28-10,18743097
2011-08-28-11,19354993
2011-08-28-12,19780953
2011-08-28-13,20978522
2011-08-28-14,20976498
2011-08-28-15,20737487
2011-08-28-16,20772359
2011-08-28-17,20090168
2011-08-28-18,19981699
2011-08-28-19,20274134
2011-08-28-20,20436668
2011-08-28-21,20730925
2011-08-28-22,21081589
2011-08-28-23,21630090
2011-08-29-0,20972957
2011-08-29-1,20961384
2011-08-29-2,21038830
2011-08-29-3,21003417
2011-08-29-4,20130597
2011-08-29-5,18465035
2011-08-29-6,17988814
2011-08-29-7,18658667
2011-08-29-8,19537594
2011-08-29-9,19769423
2011-08-29-10,19873752
2011-08-29-11,19760644
2011-08-29-12,19407717
2011-08-29-13,19501898
2011-08-29-14,19115064
2011-08-29-15,19230615
2011-08-29-16,19185345
2011-08-29-17,18975929
2011-08-29-18,19115745
2011-08-29-19,16726155
2011-08-29-20,20837307
2011-08-29-21,18442280
2011-08-29-22,19221248
2011-08-29-23,20573078
2011-08-30-0,20739842
2011-08-30-1,21047699
2011-08-30-2,21483721
2011-08-30-3,20935184
2011-08-30-4,19485541
2011-08-30-5,18054945
2011-08-30-6,17421161
2011-08-30-7,18088798
2011-08-30-8,19330421
2011-08-30-9,20234057
2011-08-30-10,20404856
2011-08-30-11,20256377
2011-08-30-12,19947448
2011-08-30-13,19776941
2011-08-30-14,19728952
2011-08-30-15,19606046
2011-08-30-16,19588363
2011-08-30-17,19099291
2011-08-30-18,19283588
2011-08-30-19,19760632
2011-08-30-20,19377559
2011-08-30-21,19757773
2011-08-30-22,20072686
2011-08-30-23,18801226
2011-08-31-0,19076296
2011-08-31-1,20847172
2011-08-31-2,20620054
2011-08-31-3,20481287
2011-08-31-4,19320246
2011-08-31-5,17548723
2011-08-31-6,17057489
2011-08-31-7,17915133
2011-08-31-8,19088854
2011-08-31-9,19829681
2011-08-31-10,20303761
2011-08-31-11,20620799
2011-08-31-12,20408098
2011-08-31-13,20018988
2011-08-31-14,19492596
2011-08-31-15,19650931
2011-08-31-16,19507010
2011-08-31-17,19006078
2011-08-31-18,18970098
